CID,MolecularWeight,IsomericSMILES,IUPACName,name,Descriptors
11523,112.21,CC1CCC(CC1)C,"1,4-dimethylcyclohexane","cis-1,4-dimethylcyclohexane",petroleum
11525,112.17,CC1CCC(=O)CC1,4-methylcyclohexan-1-one,4-methylcyclohexanone,musty;animal
11527,130.23,CCCCCC(CC)O,octan-3-ol,3-octanol,musty;fermented;spicy;mushroom;minty;herbal;melon;creamy;green;woody;earthy;dairy;citrus;waxy
11529,130.18,CCCCOC(=O)CC,butyl propanoate,butyl propionate,sweet;estery;rummy;ripe;rose;banana;fruity;cherry;earthy;tutti frutti
11543,102.17,CCCC(C)(C)O,2-methylpentan-2-ol,2-methyl-2-pentanol,pungent
11552,86.13,CC(C)CC=O,3-methylbutanal,3-methylbutanal,aldehydic;fatty;ethereal;chocolate;peach
11559,98.1,CC1=CCC(=O)O1,5-methyl-3H-furan-2-one,alpha-angelica lactone,sweet;solvent;nutty;coconut;oily;tobacco;coumarinic;tonka
11566,114.19,CC1CCCC(C1)O,3-methylcyclohexan-1-ol,3-methylcyclohexanol,dry;musty;solvent;rummy;fruity;fusel
11567,112.17,CC1CCCC(=O)C1,3-methylcyclohexan-1-one,3-methylcyclohexanone,camphoreous;minty;medicinal
11569,136.15,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde,3-methoxybenzaldehyde,anisic
11572,96.17,CC1CCC=CC1,4-methylcyclohexene,4-methylcyclohexene,citrus
11573,96.17,CC1CCCC=C1,3-methylcyclohexene,3-methylcyclohexene,citrus
11574,96.17,CC1=CCCCC1,1-methylcyclohexene,1-methyl-1-cyclohexene,citrus
11574,96.17,CC1=CCCCC1,1-methylcyclohexene,1-methyl-1-cyclohexene,lime;citrus
11576,158.19,CCCCOC(=O)CC(=O)C,butyl 3-oxobutanoate,butyl acetoacetate,sweet;fermented;fruity;brandy
11579,116.11,CC(=O)CCC(=O)O,4-oxopentanoic acid,levulinic acid,sweet;vanilla;caramellic;acidic;guaiacol;creamy;buttery
11583,100.16,CCCCC(=O)C,hexan-2-one,2-hexanone,fungal;buttery;fruity;meaty
11593,116.11,CC(=O)COC(=O)C,2-oxopropyl acetate,acetoxyacetone,nutty;fruity;dairy;buttery
11613,115.2,CCCCN=C=S,1-isothiocyanatobutane,butyl isothiocyanate,pungent;sulfurous;green
11614,102.13,CCCCOC=O,butyl formate,butyl formate,fruity;rummy;plum;brandy
11617,114.21,C=CCSCC=C,3-prop-2-enylsulfanylprop-1-ene,diallyl sulfide,metallic;sulfurous;garlic;horseradish;onion;pungent
11622,198.34,CCCCCCCCCCCC(=O)C,tridecan-2-one,2-tridecanone,mushroom;fatty;herbal;nutty;coconut;chicken fat;milky;earthy;dairy;waxy
11732,88.15,CC(C)C(C)O,3-methylbutan-2-ol,3-methyl-2-butanol,musty;vegetable;cocoa;vegetables;fruity;cider;impacting;fusel;cheese;alcoholic;cheesy
11747,100.12,CCC(=O)C(=O)C,"pentane-2,3-dione","2,3-pentanedione",sweet;caramellic;nutty;creamy;toasted;pungent;cheesy;buttery
11807,89.14,CC(C)(CO)N,2-amino-2-methylpropan-1-ol,2-amino-2-methyl-1-propanol,ammonia;mild
11838,180.2,CC(C)OC(=O)C1=CC=CC=C1O,propan-2-yl 2-hydroxybenzoate,isopropyl salicylate,cortex;clover;green;orchid
11902,126.11,COC(=O)C1=CC=CO1,methyl furan-2-carboxylate,methyl 2-furoate,sweet;mushroom;fruity;tobacco;fungal
11980,140.14,CCOC(=O)C1=CC=CO1,ethyl furan-2-carboxylate,ethyl 2-furoate,floral;fruity;balsamic;orchid
11982,154.16,CCCOC(=O)C1=CC=CO1,propyl furan-2-carboxylate,propyl 2-furoate,sweet;mushroom;herbal;earthy;chocolate
11989,181.3,CSC1=NC2=CC=CC=C2S1,"2-methylsulfanyl-1,3-benzothiazole",2-(methylthio)benzothiazole,woody;smoky;fatty
12020,86.13,CCC(C=C)O,pent-1-en-3-ol,1-penten-3-ol,vegetable;chrysanthemum;horseradish;fruity;radish;green;ethereal;tropical;pungent
12038,196.2,CCOC(=O)C1=CC(=C(C=C1)O)OC,ethyl 4-hydroxy-3-methoxybenzoate,ethyl vanillate,metallic;smoky;guaiacol;burnt;powdery;phenolic
12041,116.11,CCOC(=O)C(=O)C,ethyl 2-oxopropanoate,ethyl pyruvate,sweet;vegetable;rummy;caramellic;fruity;ethereal;sharp
12044,130.18,CC(C)C(=O)OC(C)C,propan-2-yl 2-methylpropanoate,isopropyl isobutyrate,sweet;fruity;pineapple;pear;citrus
12053,136.19,CC(C)(C1=CC=CC=C1)O,2-phenylpropan-2-ol,2-phenyl-2-propanol,sweet;earthy;green
12072,154.25,CC1CCC(CC1O)C(=C)C,2-methyl-5-prop-1-en-2-ylcyclohexan-1-ol,dihydrocarveol,sweet;spearmint;mentholic;herbal;terpenic;cooling;camphoreous;fresh;minty
12097,110.11,CC1=CC=C(O1)C=O,5-methylfuran-2-carbaldehyde,5-methylfurfural,sweet;spicy;caramellic;maple;coffee;bready;brown
12101,122.16,CCC1=CC(=CC=C1)O,3-ethylphenol,3-ethylphenol,musty
12105,120.15,CC1=CC(=CC=C1)C=O,3-methylbenzaldehyde,3-methylbenzaldehyde,sweet;fruity;powdery;coumarinic;cherry;chemical
12105,120.15,CC1=CC(=CC=C1)C=O,3-methylbenzaldehyde,3-methylbenzaldehyde,sweet;almond bitter almond;fruity;phenolic;cherry
12141,152.19,C1=CC=C(C=C1)COCCO,2-phenylmethoxyethanol,2-(benzyloxy)ethanol,rose;mild
12146,142.2,CC(=O)OC1CCCCC1,cyclohexyl acetate,cyclohexyl acetate,sweet;musty;solvent;banana;fruity;apple;ethereal
12150,138.16,CCOC1=CC=C(C=C1)O,4-ethoxyphenol,4-ethoxyphenol,animal;plastic;nutty;phenolic;hawthorn
12170,140.14,CC(=O)OCC1=CC=CO1,furan-2-ylmethyl acetate,furfuryl acetate,sweet;horseradish;fruity;banana
12174,122.12,C1=COC(=C1)C=CC=O,3-(furan-2-yl)prop-2-enal,3-(2-furyl)acrylaldehyde,vanilla;spicy;cinnamon;nutty;fruity;grassy;green;woody
12177,98.14,CCC=C(C)C=O,2-methylpent-2-enal,2-methylpent-2-enal,juicy;aldehydic;cortex;ripe;fruity;alliaceous;green;cherry;earthy;pungent
12178,102.17,CCCC(CC)O,hexan-3-ol,3-hexanol,solvent;rummy;medicinal;pineapple;cider;apple;fusel;green;ethereal;fruit tropical fruit;alcoholic
12180,102.13,CCCC(=O)OC,methyl butanoate,methyl butyrate,sweet;fermented;banana;fruity;pineapple;apple;fusel;creamy;ethereal;pungent
12191,114.14,CCOC(=O)C=CC,ethyl but-2-enoate,ethyl but-2-enoate,fermented;estery;rummy;meaty;cognac;fruity;acidic;pineapple;pungent;sharp
12198,160.17,CC(COC(=O)C)OC(=O)C,2-acetyloxypropyl acetate,propylene glycol diacetate,acetic;fruity
12206,116.16,CCCCC(=O)OC,methyl pentanoate,methyl valerate,sweet;juicy;estery;bubble gum;sweaty;nutty;fruity;pineapple;apple;green;tutti frutti
12209,130.18,CCC(C)COC(=O)C,2-methylbutyl acetate,2-methylbutyl acetate,sweet;estery;ripe;fruit overripe fruit;banana;fruity;juicy fruit;tropical
12216,144.25,CCCCCCC(CC)O,nonan-3-ol,3-nonanol,herbal;spicy;oily
12217,144.21,CCCCCOC(=O)CC,pentyl propanoate,pentyl propionate,sweet;banana;fruity;pineapple;apricot;tropical
12230,76.16,CCSC,methylsulfanylethane,ethyl methyl sulfide,vegetable;metallic;meaty;sulfurous;garlic;coffee;cabbage;tomato
12232,94.2,CSSC,(methyldisulfanyl)methane,dimethyl disulfide,vegetable;onion;cabbage;sulfurous
12247,86.13,CC(CC=C)O,pent-4-en-2-ol,4-penten-2-ol,fruity
12248,84.12,CC=CC(=O)C,pent-3-en-2-one,pent-3-en-2-one,fruity;phenolic;fishy;acetone;chemical
12257,88.11,CC(C)OC=O,propan-2-yl formate,isopropyl formate,sweet;solvent;cocoa;fruity;ethereal;tropical
12264,118.24,CC(C)SC(C)C,2-propan-2-ylsulfanylpropane,diisopropyl sulfide,garlic;vegetable;sulfurous
12266,96.13,CC1=CC=C(O1)C,"2,5-dimethylfuran","2,5-dimethylfuran",meaty;bacon;ethereal;roasted;chemical;gravy;beef juice
12278,130.18,CCCC(C)OC(=O)C,pentan-2-yl acetate,pentan-2-yl acetate,juicy;musty;vegetable;animal;banana;herbal;nutty;fruity;weedy;orange;green;beany;nut skin;ketonic
12293,158.24,CCCCCC(=O)OCCC,propyl hexanoate,propyl hexanoate,sweet;juicy;fruity;pineapple;green;tropical
12294,172.26,CCCCCC(=O)OCCCC,butyl hexanoate,butyl hexanoate,juicy;berry;cognac;fruity;pineapple;winey;apple;green;soapy;waxy
12296,102.17,CC(C)CCCO,4-methylpentan-1-ol,4-methyl-1-pentanol,nutty
12297,102.17,CCCCC(C)O,hexan-2-ol,2-hexanol,fatty;terpenic;winey;fruity;cauliflower;chemical
12299,100.12,CCC=CC(=O)O,pent-2-enoic acid,pent-2-enoic acid,pungent;cheesy;fatty
12321,86.16,C=CSC=C,ethenylsulfanylethene,divinyl sulfide,liquid;evil;smelling
12327,214.34,CCCCCCCCCCC(=O)OCC,ethyl undecanoate,ethyl undecanoate,fatty;cognac;coconut;soapy;buttery;waxy
12329,174.19,COC(=O)CCCCC(=O)OC,dimethyl hexanedioate,dimethyl adipate,nutty
12339,104.22,CCCCSC,1-methylsulfanylbutane,butyl methyl sulfide,garlic;vegetable;onion;sulfurous
12344,130.18,CC(C)CCCC(=O)O,5-methylhexanoic acid,5-methylhexanoic acid,oily;fruity;cheesy;fatty
12348,130.18,CCCCCOC(=O)C,pentyl acetate,amyl acetate,banana;fruity;apple;pear;ethereal
12366,284.5,CCCCCCCCCCCCCCCC(=O)OCC,ethyl hexadecanoate,ethyl palmitate,greasy;fruity;oily;creamy;balsamic;milky;waxy
12367,144.25,CCCCCCCC(C)O,nonan-2-ol,2-nonanol,fruity;cheesy;creamy;orange;green;citrus;waxy
12377,150.3,CCCSSCCC,1-(propyldisulfanyl)propane,dipropyl disulfide,metallic;sulfurous;tropical;alliaceous;burnt;fresh;earthy;scallion;onion green onion
12385,136.19,C(CCCC#N)CCC#N,octanedinitrile,"1,6-dicyanohexane",sweet;mandarin;floral;fresh;citrus;waxy
12386,178.4,CCCCSSCCCC,1-(butyldisulfanyl)butane,dibutyl disulfide,sulfurous
12389,198.39,CCCCCCCCCCCCCC,tetradecane,tetradecane,mild;waxy
12391,212.41,CCCCCCCCCCCCCCC,pentadecane,pentadecane,waxy
12401,268.5,CCCCCCCCCCCCCCCCCCC,nonadecane,nonadecane,bland
12403,296.6,CCCCCCCCCCCCCCCCCCCCC,henicosane,heneicosane,waxy
12405,310.6,CCCCCCCCCCCCCCCCCCCCCC,docosane,docosane,waxy
12506,144.17,CC(=O)OCC1CCCO1,oxolan-2-ylmethyl acetate,tetrahydrofurfuryl acetate,sweet;rummy;caramellic;cognac;fruity;nutty;tequila;brown;ethereal;cooked
12507,134.17,COC1=CC=C(C=C1)C=C,1-ethenyl-4-methoxybenzene,4-methoxystyrene,sweet
12508,116.16,CCC(=O)OC(C)C,propan-2-yl propanoate,isopropyl propionate,sweet;banana;fruity;pineapple;ethereal
12514,112.19,CC1=CC=C(S1)C,"2,5-dimethylthiophene","2,5-dimethylthiophene",nutty;sulfurous
12518,163.3,CC1NC(SC(S1)C)C,"2,4,6-trimethyl-1,3,5-dithiazinane",thialdine,meaty;sulfurous;nutty;clam;hazelnut;earthy;corn
12529,116.16,CCCCCOC=O,pentyl formate,pentyl formate,banana unripe banana;fruity;green;ethereal;earthy
12530,214.34,CCCCCCCCCCCCC(=O)O,tridecanoic acid,tridecanoic acid,woody;waxy
12531,256.42,CCCCCCCCCCCCCCOC(=O)C,tetradecyl acetate,tetradecyl acetate,fatty;waxy
12533,268.5,CCCCCCCCCCCCCCCCCC=O,octadecanal,octadecanal,oily
12534,324.6,CCCCCCCCCCCCCCCCCCCCCCC,tricosane,tricosane,waxy
12566,168.23,CC1=CC=C(C=C1)C2=CC=CC=C2,1-methyl-4-phenylbenzene,4-methylbiphenyl,anise;spicy;floral;cooling;minty;wintergreen;tarragon;waxy
12570,136.19,CCCC1=CC=CC=C1O,2-propylphenol,2-propylphenol,smoky;phenolic;medicinal
12571,130.18,CCCOC(=O)C(C)C,propyl 2-methylpropanoate,propyl isobutyrate,sweet;juicy;estery;ripe;berry;melon;fruity;tropical;tutti frutti
12578,162.23,CC(C)C1=CC=C(C=C1)C(=O)C,1-(4-propan-2-ylphenyl)ethanone,4'-isopropylacetophenone,woody;spicy;orris;herbal
12580,136.19,CCCC1=CC=C(C=C1)O,4-propylphenol,4-propylphenol,phenolic;medicinal
12581,131.17,C1=CC=C(C=C1)CCC#N,3-phenylpropanenitrile,3-phenylpropionitrile,nasturtium;powerful
12587,116.16,CC(C)CCC(=O)O,4-methylpentanoic acid,4-methylpentanoic acid,pungent;cheesy
12588,340.6,CCCCCCCCCCCCCCCCCC(=O)OCC(C)C,2-methylpropyl octadecanoate,isobutyl stearate,fatty;mild
12613,172.26,CC(C)CCOC(=O)CC(C)C,3-methylbutyl 3-methylbutanoate,isoamyl isovalerate,sweet;estery;ripe;fruity;apple;jammy;green;tropical
12658,136.23,CC=C(C)C=CC=C(C)C,"2,6-dimethylocta-2,4,6-triene",dtxsid4027288,sweet;floral;herbal;peppery;tropical;nut skin
12662,124.14,CC1=CC(=O)OC(=C1)C,"4,6-dimethylpyran-2-one","4,6-dimethyl-2h-pyran-2-one",sweet;gourmand;caramellic;balsamic;green;sugar;licorice
12729,212.33,CCOC(=O)CCCCCCCCC=C,ethyl undec-10-enoate,ethyl 10-undecenoate,sweet;clean;fatty;cognac;fruity;creamy;soapy;waxy
12741,156.26,CCCCCCCCC(=O)C,decan-2-one,2-decanone,floral;peach;orange;fatty
12748,99.16,CC1=CSC=N1,"4-methyl-1,3-thiazole",4-methylthiazole,vegetable;ripe;nutty;alliaceous;green;tomato;tropical
12756,114.14,CCC1CCC(=O)O1,5-ethyloxolan-2-one,gamma-caprolactone,sweet;herbal;coconut;tobacco;coumarin
12769,136.19,CC1=CC(=C(C(=C1)O)C)C,"2,3,5-trimethylphenol","2,3,5-trimethylphenol",woody
12777,142.2,CCCC1CCCC(=O)O1,6-propyloxan-2-one,698-76-0,sweet;fatty;coconut;creamy;coumarinic;lactonic;green;tropical;dairy;tonka
12779,170.3,CSSCC1=CC=CC=C1,(methyldisulfanyl)methylbenzene,benzyl methyl disulfide,metallic;vegetable;sulfurous;cabbage;green
12780,138.16,CC(=O)CCC1=CC=CO1,4-(furan-2-yl)butan-2-one,4-(2-furyl)butan-2-one,caramellic;spicy
12810,170.25,CCCCCC1CCCC(=O)O1,6-pentyloxan-2-one,delta-decalactone,sweet;fatty;fruity;oily;coconut;creamy;fresh;milky;dairy;peach;lactonic
12813,170.25,CCCCCCC1CCC(=O)O1,5-hexyloxolan-2-one,gamma-decalactone,sweet;buttery;fatty;fruity;oily;coconut;creamy;fresh;peach;waxy
12844,198.3,CCCCCCCC1CCCC(=O)O1,6-heptyloxan-2-one,delta-dodecalactone,sweet;metallic;buttery;fatty;fruity;apricot;oily;coconut;creamy;fresh;milky;tropical;dairy;peach
12988,86.13,CC(=C)CCO,3-methylbut-3-en-1-ol,3-methyl-3-buten-1-ol,sweet;fruity
12993,84.12,CCC=CC=O,pent-2-enal,pent-2-enal,apple;orange;green;tomato;pungent
12999,184.32,CCCCCCCCCCOC=C,1-ethenoxydecane,decyl vinyl ether,clean;rose;powdery;fresh;cloth laundered cloth;waxy
13006,112.13,C1CCC(=O)C(=O)C1,"cyclohexane-1,2-dione","1,2-cyclohexanedione",sweet;caramellic;nutty;maple;brothy;nut skin;acorn
13016,138.23,CSCC1=CC=CC=C1,methylsulfanylmethylbenzene,benzyl methyl sulfide,lamb;chicken;pork;burnt;beefy;roasted
13136,498.4,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],"tricalcium;2-hydroxypropane-1,2,3-tricarboxylate",calcium citrate,odorless
13144,218.22,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],calcium;2-hydroxypropanoate,calcium lactate,odorless
13187,142.24,CCCCCCCC(=O)C,nonan-2-one,2-nonanone,sweet;weedy;herbal;fruity;coconut;fresh;green;earthy;soapy;cheesy;waxy
13204,114.14,CC1CCCC(=O)O1,6-methyloxan-2-one,delta-hexanolactone,herbal;creamy;coconut;fruity
13233,222.4,CC1(SC(SC(S1)(C)C)(C)C)C,"2,2,4,4,6,6-hexamethyl-1,3,5-trithiane","2,2,4,4,6,6-hexamethyl-1,3,5-trithiane",currant bud black currant bud;meaty;sulfurous;blackberry;catty;fruity;tropical;cooling;burnt;green;earthy;grapefruit
13344,306.39,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+],"tripotassium;2-hydroxypropane-1,2,3-tricarboxylate",potassium citrate,odorless
13355,194.05,C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],"disodium;2,3-dihydroxybutanedioate",sodium tartrate,odorless
13357,116.16,CCC(C)C(=O)OC,methyl 2-methylbutanoate,methyl 2-methylbutyrate,estery;lily of the valley;fatty;ripe;fruity;powdery;apple green apple;green;ethereal;tutti frutti
13367,74.15,C=CCS,prop-2-ene-1-thiol,allyl mercaptan,charred;meaty;sulfurous;garlic;alliaceous;onion;onion cooked onion;roasted;grilled
13436,218.3,C1=CC=C(C=C1)SSC2=CC=CC=C2,(phenyldisulfanyl)benzene,diphenyl disulfide,burnt;earthy;sulfurous
13576,156.26,CCCCCCCC(=O)CC,decan-3-one,3-decanone,floral;fruity;orange;green;citrus;waxy
13577,100.16,CCCC=CCO,hex-2-en-1-ol,2-ahexen-a1-aol,leafy;fruity;green
13594,96.13,C1CC=CC(=O)C1,cyclohex-2-en-1-one,2-cyclohexen-1-one,roasted;savory;green
13642,148.2,CCC1=CC=C(C=C1)C(=O)C,1-(4-ethylphenyl)ethanone,4'-ethylacetophenone,floral;hawthorn
13654,164.2,CC(C)OC(=O)C1=CC=CC=C1,propan-2-yl benzoate,isopropyl benzoate,floral;fruity;sweet;balsamic
13663,170.21,CC(=O)C1=CC=CC2=CC=CC=C21,1-naphthalen-1-ylethanone,1'-acetonaphthone,sweet;floral;powdery;neroli;orangeflower
13849,242.4,CCCCCCCCCCCCCCC(=O)O,pentadecanoic acid,pentadecanoic acid,waxy
13852,102.16,C1CC(=O)SC1,thiolan-2-one,4-butyrothiolactone,garlic;burnt
13854,95.1,C1=CNC(=C1)C=O,1H-pyrrole-2-carbaldehyde,1h-pyrrole-2-carbaldehyde,coffee;musty;beefy
14013,79.056,C(=O)(O)[O-].[NH4+],azanium;hydrogen carbonate,ammonium bicarbonate,ammoniacal;mild
14079,109.13,CC(=O)C1=CC=CN1,1-(1H-pyrrol-2-yl)ethanone,2-acetylpyrrole,musty;cherry maraschino cherry;nutty;walnut;bready;coumarinic;licorice;nut skin
14104,164.24,CC1=CC(=C(C=C1)C(C)C)OC,2-methoxy-4-methyl-1-propan-2-ylbenzene,thymol methyl ether,burnt;herbal;smoky;woody
14228,228.37,CCCCCCCC(=O)OCCCCCC,hexyl octanoate,hexyl octanoate,estery;berry;fruity;apple;green;waxy
14234,238.37,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,"4,7-dimethylocta-1,6-dien-3-yl 3-methylbutanoate",50649-12-2,herbal;apricot;lavender;bergamot;citrus;peach;sage
14235,196.29,CC(=O)OC(C)(C)CCCC(=C)C=C,(2-methyl-6-methylideneoct-7-en-2-yl) acetate,myrcenyl acetate,nutmeg;floral;lavender;bergamot;woody;citrus
14235,196.29,CC(=O)OC(C)(C)CCCC(=C)C=C,(2-methyl-6-methylideneoct-7-en-2-yl) acetate,myrcenyl acetate,cortex;floral;herbal;buchu;fresh;bergamot;citrus
14243,112.17,CCCC=CC(=O)C,hept-3-en-2-one,heptenone,sweet;ketonic;fruity;grassy;green;woody;cheesy;caraway
14286,121.14,CC(=O)C1=CC=CC=N1,1-pyridin-2-ylethanone,2-acetylpyridine,musty;fatty;nutty;corn chip;tobacco;popcorn;corn
14295,136.19,CC(CO)C1=CC=CC=C1,2-phenylpropan-1-ol,2-phenyl-1-propanol,spicy;lilac;balsamic;green;hyacinth;honeysuckle
14296,136.19,CC1=C(N=C(C(=N1)C)C)C,"2,3,5,6-tetramethylpyrazine","2,3,5,6-tetramethylpyrazine",lard;musty;vanilla;dry;cocoa;nutty;coffee;burnt;brown;chocolate
14311,150.22,CCCCOC1=CC=CC=C1,butoxybenzene,butoxybenzene,anise;licorice
14328,180.2,CC(=O)C1=CC(=C(C=C1)OC)OC,"1-(3,4-dimethoxyphenyl)ethanone",1131-62-0,sweet;woody;floral
14350,220.35,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,"4,12,12-trimethyl-9-methylidene-5-oxatricyclo[8.2.0.04,6]dodecane",caryophyllene epoxide,sweet;dry;spicy;fresh;woody
14425,338.4,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,"dodecyl 3,4,5-trihydroxybenzoate",dodecyl gallate,odorless
14457,261.98,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.N.[Fe+3],"azane;2-hydroxypropane-1,2,3-tricarboxylate;iron(3+)",ferric ammonium citrate,odorless
14475,144.21,CCCCCC(C)C(=O)O,2-methylheptanoic acid,2-methylheptanoic acid,sweaty;buttermilk;green;cheesy;waxy
14489,128.17,CC(=CCOC(=O)C)C,3-methylbut-2-enyl acetate,prenyl acetate,sweet;ripe;banana;fruity;fresh;balsamic;jasmin;heliotrope
14491,150.3,C(CCCS)CCS,"hexane-1,6-dithiol","1,6-hexanedithiol",meaty;sulfurous;fatty;burnt;fungal
14493,178.4,C(CCCCS)CCCS,"octane-1,8-dithiol","1,8-octanedithiol",earthy;meaty;sulfurous;mushroom
14505,110.11,CC(=O)C1=CC=CO1,1-(furan-2-yl)ethanone,2-acetylfuran,sweet;toasted;caramellic;cocoa;nutty;coffee;balsamic;brown;almond;milky;lactonic
14511,110.15,CC1=CC(=O)CCC1,3-methylcyclohex-2-en-1-one,3-methyl-2-cyclohexen-1-one,sweet;benzoin;caramellic;nutty;fruity;walnut;phenolic;almond;cherry
14514,124.14,CC1=CC=C(O1)C(=O)C,1-(5-methylfuran-2-yl)ethanone,2-acetyl-5-methylfuran,sweet;musty;caramellic;nutty;coconut;coumarinic;milky;hay
14529,150.22,CC1=CC=C(C=C1)C(C)(C)O,2-(4-methylphenyl)propan-2-ol,2-(4-methylphenyl)propan-2-ol,sweet;floral;fruity;camphoreous;cooling;coumarinic;cherry
14765,479.86,C(CO)C(CCO)OP(=O)([O-])[O-].C(C(COP(=O)([O-])[O-])O)O.[Fe+2].[Fe+2],"1,5-dihydroxypentan-3-yl phosphate;2,3-dihydroxypropyl phosphate;iron(2+)",unii-mul7onl3z6,odorless
14778,56.08,O=[Ca],oxocalcium,calcium oxide,odorless
14792,40.305,O=[Mg],oxomagnesium,oxomagnesium,odorless
14806,81.4,O=[Zn],oxozinc,1314-13-2,odorless
14814,181.88,O=[V](=O)O[V](=O)=O,dioxovanadiooxy(dioxo)vanadium,vanadium pentoxide,odorless
14829,79.55,O=[Cu],oxocopper,copper(ii) oxide,odorless
14862,156.26,CC(C)CCCCCCC=O,8-methylnonanal,8-methylnonanal,sweet;floral;rose;green;lemon;citrus
14862,156.26,CC(C)CCCCCCC=O,8-methylnonanal,8-methylnonanal,floral;green;milky;citrus;waxy
14878,342.6,CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,2-hydroxypropyl octadecanoate,propylene glycol monostearate,bland
14896,136.23,CC1(C2CCC(=C)C1C2)C,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",beta-pinene,dry;resinous;spicy;nutmeg;peppery;herbal;eucalyptus;terpenic;camphoreous;cooling;fresh;green;woody;minty;hay;pine
14918,126.11,COC(=O)C1=COC=C1,methyl furan-3-carboxylate,methyl furan-3-carboxylate,fruity;winey;berry
14928,430.6,CCCCCCCCCCCCCCCCCC(=O)OCC([C@@H]1[C@H]([C@@H](CO1)O)O)O,"[2-[(2R,3S,4R)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl] octadecanoate",sorbitan monostearate,bland
14941,172.24,[O-][Si]([O-])([O-])[O-].[Ca+2].[Ca+2],dicalcium;silicate,"silicic acid, calcium salt",odorless
14982,822.9,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,"(2S,3S,4S,5R,6R)-6-[(2S,3R,4S,5S,6S)-2-[[(3S,4aR,6aR,6bS,8aS,11S,12aR,14aR,14bS)-11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-6-carboxy-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",glycyrrhizic acid,spicy;mild
14985,430.7,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol",vitamin e,bland
15037,147.17,C1=CN(C=C1)CC2=CC=CO2,1-(furan-2-ylmethyl)pyrrole,1-furfurylpyrrole,vegetable;mushroom;plastic;potato;fruity;coffee;bready;cereal;green;radish;waxy
15068,150.17,CC1=CC(=C(C=C1)O)C(=O)C,1-(2-hydroxy-5-methylphenyl)ethanone,1450-72-2,floral;herbal;sweet
15146,118.13,CC(CC(=O)OC)O,methyl 3-hydroxybutanoate,methyl 3-hydroxybutyrate,apple;fruity;green;winey
15173,162.18,COC1=CC=CC=C1C=CC=O,3-(2-methoxyphenyl)prop-2-enal,2'-methoxycinnamaldehyde,sweet;resinous;spicy;cinnamon;cassia;oily;cinnamyl;paper;woody
15196,140.18,CC=CC=CCOC(=O)C,"hexa-2,4-dienyl acetate","2,4-hexadien-1-ol, 1-acetate",parsley;herbal;oily;pumpkin;fresh;green
15271,130.18,CCC(C)CCC(=O)O,4-methylhexanoic acid,4-methylhexanoic acid,cheesy;sour
15289,86.13,CC=CC(C)O,pent-3-en-2-ol,pent-3-en-2-ol,vinyl;green
15290,116.23,C1CCC(CC1)S,cyclohexanethiol,cyclohexanethiol,sulfurous
15306,86.13,CCC=CCO,pent-2-en-1-ol,pent-2-en-1-ol,green
15307,142.2,CCCCC=CCC(=O)O,oct-3-enoic acid,oct-3-enoic acid,oily;fatty
15336,158.24,CCCCCC1OCC(O1)C,"4-methyl-2-pentyl-1,3-dioxolane","4-methyl-2-pentyl-1,3-dioxolane",sweet;vegetable;rue;clean;petroleum;fruity;pineapple;fresh;green;licorice;waxy
15380,108.23,CSCSC,bis(methylsulfanyl)methane,bis(methylthio)methane,mustard;metallic;spicy;sulfurous;mushroom;garlic;horseradish;alliaceous;green;pungent
15394,84.12,CCC(=O)C=C,pent-1-en-3-one,ethyl vinyl ketone,mustard;spicy;peppery;garlic;onion;ethereal;pungent
15395,98.14,CCCC(=O)C=C,hex-1-en-3-one,1-hexen-3-one,vegetable;cooked;metallic
